category,brand,model,weight_kg,reference_price,currency,product_url,official_source
tent,Naturehike,Tagar™ 2-Person Ultralight Backpacking Tent,1.54,163.94,USD,https://www.campgearcompare.com/products/naturehike-tagar-2-person-ultralight-backpacking-tent.html,https://www.naturehike.com/products/tagar-2-person-ultralight-backpacking-tent
tent,Naturehike,Village AIR 8.5 Inflatable Tent,14.0,419.0,USD,https://www.campgearcompare.com/products/naturehike-village-air-8-5-inflatable-tent.html,https://www.naturehike.com/products/village-air-8-5-inflatable-tent
tent,Naturehike,Village™ 13 6-Person Automatic Cabin Tent,22.0,59.99,USD,https://www.campgearcompare.com/products/naturehike-village-13-instant-tent.html,https://www.naturehike.com/products/village-13-instant-tent
tent,Naturehike,Village™ 13 Flagship 8-Person Automatic Cabin Tent,1.52,39.0,USD,https://www.campgearcompare.com/products/naturehike-village-13-8-person-automatic-cabin-tent-tiblack-premium.html,https://www.naturehike.com/products/village-13-8-person-automatic-cabin-tent-tiblack-premium
tent,Naturehike,Village™ 6.0 4-Person Instant Cabin Tent,0.9,39.99,USD,https://www.campgearcompare.com/products/naturehike-village-6-0-4-person-instant-cabin-tent.html,https://www.naturehike.com/products/village-6-0-4-person-instant-cabin-tent
tent,Naturehike,Village™ NEO 4-6 Person Instant Camping Tent,2.1,29.99,USD,https://www.campgearcompare.com/products/naturehike-villagetm-neo-4-6-person-instant-cabin-tent.html,https://www.naturehike.com/products/villagetm-neo-4-6-person-instant-cabin-tent
tent,Naturehike,lgloo 3 Camping 4 Season Tent,10.0,587.32,USD,https://www.campgearcompare.com/products/naturehike-lgloo-3-camping-tent.html,https://www.naturehike.com/products/lgloo-3-camping-tent
tent,OneTigris,BACKWOODS BUNGALOW UL Super Shelter 2.0,1.45,119.99,USD,https://www.campgearcompare.com/products/onetigris-backwoods-bungalow-ul-super-shelter-v2.html,https://camping.onetigris.com/products/backwoods-bungalow-ul-super-shelter-v2
tent,OneTigris,COMETA Camping Tent,4.0,259.99,USD,https://www.campgearcompare.com/products/onetigris-cometa-camping-tent.html,https://camping.onetigris.com/products/cometa-camping-tent
tent,OneTigris,CONIFER T/C Chimney Tent,6.81,279.99,USD,https://www.campgearcompare.com/products/onetigris-conifer-tc-chimney-tent.html,https://camping.onetigris.com/products/conifer-tc-chimney-tent
tent,OneTigris,COSMITTO Backpacking 1-Person Tent,2.0,149.98,USD,https://www.campgearcompare.com/products/onetigris-cosmitto-backpacking-1-person-tent.html,https://camping.onetigris.com/products/cosmitto-backpacking-1-person-tent
tent,OneTigris,COSMITTO Backpacking Tent,2.3,179.98,USD,https://www.campgearcompare.com/products/onetigris-cosmitto-backpacking-tent.html,https://camping.onetigris.com/products/cosmitto-backpacking-tent
tent,OneTigris,Daisy Chain,0.12,12.98,USD,https://www.campgearcompare.com/products/onetigris-daisy-chain.html,https://camping.onetigris.com/products/daisy-chain
tent,OneTigris,NEBULA Camping Tent,5.8,215.99,USD,https://www.campgearcompare.com/products/onetigris-nebula-camping-tent.html,https://camping.onetigris.com/products/nebula-camping-tent
tent,OneTigris,Northgaze T/C Chimney Tent,7.2,298.99,USD,https://www.campgearcompare.com/products/onetigris-northgaze-tc-chimney-tent.html,https://camping.onetigris.com/products/northgaze-tc-chimney-tent
tent,OneTigris,ONETIGRIS  APEX TRAIL Camping Tent,3.69,159.98,USD,https://www.campgearcompare.com/products/onetigris-onetigris-apex-trail-camping-tent.html,https://camping.onetigris.com/products/onetigris-apex-trail-camping-tent
tent,OneTigris,ORBITIS Camping Hot Tent,5.8,299.98,USD,https://www.campgearcompare.com/products/onetigris-orbitis-camping-tent.html,https://camping.onetigris.com/products/orbitis-camping-tent
tent,OneTigris,OneTigris ASH CANOPY Hammock Hot Tent,4.5,259.98,USD,https://www.campgearcompare.com/products/onetigris-ash-canopy-hammock-hot-tent.html,https://camping.onetigris.com/products/ash-canopy-hammock-hot-tent
tent,OneTigris,OneTigris Camping NORTHGAZE 2.0 Hot Tent,2.2,197.98,USD,https://www.campgearcompare.com/products/onetigris-onetigris-camping-northgaze-2-0-hot-tent.html,https://camping.onetigris.com/products/onetigris-camping-northgaze-2-0-hot-tent
tent,OneTigris,OneTigris TETRA Ultralight Tent,1.1,143.99,USD,https://www.campgearcompare.com/products/onetigris-onetigris-tetra-ultralight-tent.html,https://camping.onetigris.com/products/onetigris-tetra-ultralight-tent
tent,OneTigris,Onetigris  COCO NEST  Solo Hot Tent,3.3,229.98,USD,https://www.campgearcompare.com/products/onetigris-coco-nest-solo-hot-tent.html,https://camping.onetigris.com/products/coco-nest-solo-hot-tent
tent,OneTigris,Onetigris CozShack Hot Tent,4.5,279.99,USD,https://www.campgearcompare.com/products/onetigris-onetigris-oozshack-hot-tent.html,https://camping.onetigris.com/products/onetigris-oozshack-hot-tent
tent,OneTigris,Onetigris camping RAVEN NEST Tunnel Hot Tent,4.2,219.98,USD,https://www.campgearcompare.com/products/onetigris-onetigris-camping-raven-nest-tunnel-hot-tent.html,https://camping.onetigris.com/products/onetigris-camping-raven-nest-tunnel-hot-tent
tent,OneTigris,RAVEN NEST Tunnel Mesh Tent 06,0.82,59.98,USD,https://www.campgearcompare.com/products/onetigris-raven-nest-tunnel-mesh-tent-06.html,https://camping.onetigris.com/products/raven-nest-tunnel-mesh-tent-06
tent,OneTigris,ROCDOMUS Hammock Awning & Hot Tent,2.8,229.98,USD,https://www.campgearcompare.com/products/onetigris-rocdomus-hammock-awning-and-hot-tent-coyote-brown.html,https://camping.onetigris.com/products/rocdomus-hammock-awning-and-hot-tent-coyote-brown
tent,OneTigris,Rock Fortress Hot Tent,4.2,289.99,USD,https://www.campgearcompare.com/products/onetigris-rock-fortress-hot-tent-coyote-brown.html,https://camping.onetigris.com/products/rock-fortress-hot-tent-coyote-brown
tent,OneTigris,SCARECROW Camping Shelter,4.0,219.98,USD,https://www.campgearcompare.com/products/onetigris-scarecrow-camping-shelter.html,https://camping.onetigris.com/products/scarecrow-camping-shelter
tent,OneTigris,STELLA  4 Seasons Single Camping Tent,1.74,179.98,USD,https://www.campgearcompare.com/products/onetigris-stella-4-seasons-single-camping-tent.html,https://camping.onetigris.com/products/stella-4-seasons-single-camping-tent
tent,OneTigris,STELLA Camping Tent,2.0,209.98,USD,https://www.campgearcompare.com/products/onetigris-stella-camping-tent.html,https://camping.onetigris.com/products/stella-camping-tent
tent,OneTigris,T/C ROC SHIELD Bushcraft Tent,7.4,299.99,USD,https://www.campgearcompare.com/products/onetigris-roc-shield-bushcraft-tent-tc.html,https://camping.onetigris.com/products/roc-shield-bushcraft-tent-tc
tent,OneTigris,T/C SOLO HOMESTEAD Camping Tent,9.7,359.99,USD,https://www.campgearcompare.com/products/onetigris-solo-homestead-camping-tent-tc.html,https://camping.onetigris.com/products/solo-homestead-camping-tent-tc
tent,OneTigris,T/C SOLO HOMESTEAD Camping Tent 2.0,10.3,359.99,USD,https://www.campgearcompare.com/products/onetigris-solo-homestead-camping-tent-tc-v2.html,https://camping.onetigris.com/products/solo-homestead-camping-tent-tc-v2
tent,OneTigris,TEGIMEN Hammock Awning & Hot Tent,3.1,199.99,USD,https://www.campgearcompare.com/products/onetigris-tegimen-hammock-awning-hot-tent.html,https://camping.onetigris.com/products/tegimen-hammock-awning-hot-tent
tent,OneTigris,TOWER M Camping Tent,0.23,17.99,USD,https://www.campgearcompare.com/products/onetigris-tower-m-camping-tent.html,https://camping.onetigris.com/products/tower-m-camping-tent
tent,Sea to Summit,Alto Semi-Free Standing Ultralight Tent (Like New),1.84,249.5,USD,https://www.campgearcompare.com/products/sea-to-summit-alto-semi-free-standing-ultralight-tent-used.html,https://seatosummit.com/products/alto-semi-free-standing-ultralight-tent-used
tent,Sea to Summit,Escapist Inner Bug Tent (Like New),0.56,167.3,USD,https://www.campgearcompare.com/products/sea-to-summit-escapist-inner-bug-tent-used.html,https://seatosummit.com/products/escapist-inner-bug-tent-used
tent,Sea to Summit,Ground Control Light Tent Pegs - [6 Pack],0.06,21.95,USD,https://www.campgearcompare.com/products/sea-to-summit-light-tent-pegs.html,https://seatosummit.com/products/light-tent-pegs
tent,Sea to Summit,Ground Control Tent Pegs,0.14,33.95,USD,https://www.campgearcompare.com/products/sea-to-summit-ground-control-tent-pegs.html,https://seatosummit.com/products/ground-control-tent-pegs
tent,Sea to Summit,Ground Control Tent Pegs (Like New),0.2,14.98,USD,https://www.campgearcompare.com/products/sea-to-summit-ground-control-tent-pegs-used.html,https://seatosummit.com/products/ground-control-tent-pegs-used
tent,Sea to Summit,Ikos Evo Tent,2.88,350.0,USD,https://www.campgearcompare.com/products/sea-to-summit-ikos-evo-tent.html,https://seatosummit.com/products/ikos-evo-tent
tent,Sea to Summit,Ikos Lightweight Tent (Like New),3.96,224.5,USD,https://www.campgearcompare.com/products/sea-to-summit-ikos-lightweight-tent-used.html,https://seatosummit.com/products/ikos-lightweight-tent-used
tent,Sea to Summit,Telos Bikepacking TR2 - Two Person Freestanding Tent (Like New),3.33,366.97,USD,https://www.campgearcompare.com/products/sea-to-summit-telos-bikepacking-tr2-two-person-freestanding-tent-used.html,https://seatosummit.com/products/telos-bikepacking-tr2-two-person-freestanding-tent-used
tent,Sea to Summit,Telos Evo Bikepack Tent,1.79,580.0,USD,https://www.campgearcompare.com/products/sea-to-summit-telos-evo-bikepack-tent.html,https://seatosummit.com/products/telos-evo-bikepack-tent
tent,Sea to Summit,Telos Evo Tent,1.76,530.0,USD,https://www.campgearcompare.com/products/sea-to-summit-telos-evo-tent.html,https://seatosummit.com/products/telos-evo-tent
tent,Sea to Summit,Telos Freestanding Ultralight Tent (Like New),2.65,299.5,USD,https://www.campgearcompare.com/products/sea-to-summit-telos-freestanding-ultralight-tent-used.html,https://seatosummit.com/products/telos-freestanding-ultralight-tent-used
tent,Snow Peak,Alpha Breeze,11.34,549.95,USD,https://www.campgearcompare.com/products/snow-peak-alpha-breeze.html,https://www.snowpeak.com/products/alpha-breeze
tent,Snow Peak,Alpha Breeze Tent Set,17.92,707.95,USD,https://www.campgearcompare.com/products/snow-peak-alpha-breeze-tent-set.html,https://www.snowpeak.com/products/alpha-breeze-tent-set
tent,Snow Peak,Amenity Dome 2,5.9,499.95,USD,https://www.campgearcompare.com/products/snow-peak-amenity-dome-2.html,https://www.snowpeak.com/products/amenity-dome-2
tent,Snow Peak,Amenity Dome Medium in Ivory,9.06,279.96,USD,https://www.campgearcompare.com/products/snow-peak-amenity-dome-m-ivory.html,https://www.snowpeak.com/products/amenity-dome-m-ivory
tent,Snow Peak,Amenity Dome Small in Ivory,5.8,227.46,USD,https://www.campgearcompare.com/products/snow-peak-amenity-dome-s-ivory.html,https://www.snowpeak.com/products/amenity-dome-s-ivory
tent,Snow Peak,Entry Pack TT,16.33,453.56,USD,https://www.campgearcompare.com/products/snow-peak-entry-pack-tent-tarp-1.html,https://www.snowpeak.com/products/entry-pack-tent-tarp-1
tent,Snow Peak,Hexa Ease 1 in Ivory,5.67,299.97,USD,https://www.campgearcompare.com/products/snow-peak-hexa-ease-1-ivory.html,https://www.snowpeak.com/products/hexa-ease-1-ivory
tent,Snow Peak,Lago 1 in Ivory,1.36,227.46,USD,https://www.campgearcompare.com/products/snow-peak-lago-1-ivory.html,https://www.snowpeak.com/products/lago-1-ivory
tent,Snow Peak,Land Breeze Pro. 1,6.5,809.95,USD,https://www.campgearcompare.com/products/snow-peak-land-breeze-pro-1.html,https://www.snowpeak.com/products/land-breeze-pro-1
tent,Snow Peak,Land Breeze Pro. 3,9.76,999.95,USD,https://www.campgearcompare.com/products/snow-peak-land-breeze-pro-3.html,https://www.snowpeak.com/products/land-breeze-pro-3
tent,Snow Peak,Land Lock,26.31,1599.0,USD,https://www.campgearcompare.com/products/snow-peak-land-lock.html,https://www.snowpeak.com/products/land-lock
tent,Snow Peak,Land Lock Ivory,26.31,1599.0,USD,https://www.campgearcompare.com/products/snow-peak-land-lock-ivory.html,https://www.snowpeak.com/products/land-lock-ivory
tent,Snow Peak,Land Lock Tent Set,28.12,1699.0,USD,https://www.campgearcompare.com/products/snow-peak-land-lock-tent-set.html,https://www.snowpeak.com/products/land-lock-tent-set
tent,Snow Peak,Land Nest Dome Medium,9.26,399.95,USD,https://www.campgearcompare.com/products/snow-peak-landnest-dome-m.html,https://www.snowpeak.com/products/landnest-dome-m
tent,Snow Peak,Land Nest Dome Small,8.16,195.97,USD,https://www.campgearcompare.com/products/snow-peak-land-nest-dome-small.html,https://www.snowpeak.com/products/land-nest-dome-small
tent,Snow Peak,Land Nest Medium Tent Tarp Set,17.15,549.95,USD,https://www.campgearcompare.com/products/snow-peak-landnest-m-tent-tarp-set.html,https://www.snowpeak.com/products/landnest-m-tent-tarp-set
tent,Snow Peak,Land Nest Small Tent Tarp Set,15.42,279.97,USD,https://www.campgearcompare.com/products/snow-peak-land-nest-small-tent-tarp-set.html,https://www.snowpeak.com/products/land-nest-small-tent-tarp-set
tent,Snow Peak,Minute Dome Pro. Air 1,2.94,605.46,USD,https://www.campgearcompare.com/products/snow-peak-minute-dome-pro-air-1.html,https://www.snowpeak.com/products/minute-dome-pro-air-1
tent,Snow Peak,Penta Ease in Ivory,1.84,227.46,USD,https://www.campgearcompare.com/products/snow-peak-penta-ease-inner-tent-ivory.html,https://www.snowpeak.com/products/penta-ease-inner-tent-ivory
tent,Snow Peak,Shelter Inner Duo,2.77,299.95,USD,https://www.campgearcompare.com/products/snow-peak-shelter-inner-duo.html,https://www.snowpeak.com/products/shelter-inner-duo
tent,Snow Peak,Vault in Ivory,9.07,230.96,USD,https://www.campgearcompare.com/products/snow-peak-vault-ivory.html,https://www.snowpeak.com/products/vault-ivory
